,EC,p_value,adjusted_p_value,mean_1,std_1,median_1,mean_0,std_0,median_0,delta_mean,delta_median
1878,"1.3.1.108,1.3.8.1",3.577152535144303e-05,0.004917988543734226,0.17142857142857143,0.20639273045258513,0.10500000000000001,0.020434782608695655,0.05834516938162176,0.0,0.15099378881987577,0.10500000000000001
1879,"1.3.1.111,1.3.1.83",0.0006334354731012749,0.023968849622075305,314.59499999999997,83.65121976311607,317.825,462.8471739130435,146.36382378025812,496.35,-148.25217391304352,-178.52500000000003
1881,"1.3.1.112,1.3.1.77",0.0015252675668883085,0.038474815521247416,0.4064285714285715,0.9931307433915172,0.0,0.0,0.0,0.0,0.4064285714285715,0.0
1887,"1.3.1.12,1.3.1.43,2.5.1.19",0.001340585632328655,0.03748640976636975,36.04071428571429,29.866173284045836,27.45,18.094565217391306,23.999855588924383,9.08,17.94614906832298,18.369999999999997
1896,"1.3.1.12,4.3.1.19",7.400542592901404e-05,0.007144587458081233,1.2192857142857143,0.8782162464394541,1.005,0.3160869565217392,0.4998455337961465,0.13,0.9031987577639751,0.8749999999999999
1909,"1.3.1.21,1.3.1.71",0.000925512059156079,0.030320757404462644,6.83,4.939973973326465,4.390000000000001,3.0117391304347825,5.027176277320243,1.29,3.8182608695652176,3.1000000000000005
1926,1.3.1.33,0.0009858466493340243,0.03127788080906295,99.09357142857144,47.907777717363665,86.14000000000001,213.0721739130435,176.52709155196504,141.645,-113.97860248447208,-55.504999999999995
1993,"1.3.3.15,1.3.3.4,5.4.99.9",0.002562898537146296,0.04874876784549993,6.734285714285714,5.557763828691375,6.305,2.2810869565217393,2.883275785163141,1.255,4.453198757763975,5.05
2031,1.3.7.4,0.0005574845912971202,0.02232373977480556,1.5242857142857142,1.4756921585950016,1.0250000000000001,0.3226086956521739,0.6728926356075094,0.0,1.2016770186335404,1.0250000000000001
2100,1.4.1.16,0.00013383705421178083,0.011151735961545253,6.125,4.389626977318232,5.505,1.685217391304348,2.6758889129558705,1.03,4.439782608695652,4.475
2103,"1.4.1.18,1.5.1.7",0.00032598087053362405,0.01692991034474529,0.10500000000000001,0.15314558899482358,0.065,0.017608695652173913,0.04773954620869076,0.0,0.0873913043478261,0.065
2158,"1.4.9.1,1.4.9.2,3.2.1.89",7.156684303734893e-05,0.007144587458081233,2.7100000000000004,2.2590010434450254,2.075,0.3763043478260869,0.9883195194823343,0.0,2.3336956521739136,2.075
2189,"1.5.1.3,1.5.1.50",0.0008615754771508125,0.02954621292124948,1.5992857142857144,2.2796505505566116,0.51,0.1532608695652174,0.4750242755711043,0.0,1.446024844720497,0.51
2207,"1.5.1.5,3.1.3.27,3.1.3.4,3.1.3.81,3.5.4.9,3.6.1.27",0.0005717320436691288,0.022565634584816474,0.09142857142857144,0.15027865274012725,0.02,0.009999999999999998,0.03538606947717532,0.0,0.08142857142857145,0.02
2210,1.5.1.51,0.000719617106564438,0.025928611598098075,1.2692857142857144,1.4786599352392127,0.655,0.2491304347826087,0.6264802508666159,0.0,1.0201552795031057,0.655
2257,1.6.2.2,0.0025707011774509,0.04874876784549993,23.60214285714286,25.190717445284548,13.99,74.90021739130434,78.6707297231323,41.905,-51.29807453416148,-27.915
2268,1.6.3.3,0.002338183234762961,0.04592303215133254,0.20500000000000002,0.5456549144965943,0.035,0.05282608695652173,0.2812678055695416,0.0,0.15217391304347827,0.035
2325,1.7.2.4,0.0006753366270772417,0.024981398371121823,150.76499999999996,49.88198927039126,152.735,93.9191304347826,45.487483028711694,88.96000000000001,56.845869565217356,63.775000000000006
2327,1.7.2.5,0.00042871741915544154,0.01832378233478361,208.01142857142858,64.5036356513716,207.565,142.91173913043477,37.06402101090982,143.935,65.09968944099381,63.629999999999995
2369,"1.8.1.9,2.7.13.3,3.4.21.53",0.0014175516456551417,0.038474815521247416,0.7371428571428572,0.67265389711658,0.615,0.21934782608695652,0.39437017577239836,0.0,0.5177950310559007,0.615
2395,"1.8.4.11,1.8.4.12",2.082980404117615e-05,0.003304327952608886,345.64500000000004,64.17888746642912,317.81,236.3745652173913,62.31977998183945,236.075,109.27043478260873,81.73500000000001
2397,"1.8.4.11,1.8.4.12,6.1.1.1",3.746551796783723e-05,0.005066443569126054,0.5314285714285715,0.542860902242622,0.41,0.09456521739130436,0.1644715717703364,0.0,0.4368633540372671,0.41
2407,"1.8.5.1,2.5.1.18",0.002451372728006302,0.04757970266664468,0.26142857142857145,0.668151577572219,0.0,1.763260869565217,2.962963450704031,0.53,-1.5018322981366454,-0.53
2410,1.8.5.3,0.0008170066370986292,0.028557151480621153,9.542142857142858,5.118924522329483,12.37,4.28304347826087,4.627450640784,2.335,5.259099378881988,10.035
2417,"1.8.5.5,1.8.5.6",0.0019039037421677446,0.04213036238321932,15.890714285714285,12.973088333868978,16.07,6.606521739130436,13.501502366869063,0.73,9.28419254658385,15.34
2432,1.8.98.1,8.654371381407945e-05,0.00793221216947046,1.3307142857142857,0.8811637133903769,1.4249999999999998,0.37304347826086964,0.7260161381761769,0.125,0.9576708074534162,1.2999999999999998
