loc_batch,"4-Chloro-N,N-dimethylbenzamide",Acesulfame,Amisulpride,Atrazine,Bentazon,Bromoxynil,Carbendazim,Carbetamide,Chlorotoluron,Clofibric acid,Clomazone,Clomethiazole,Cyclophosphamide,Diazepam,Diuron,Emtricitabine,Febuxostat,Fexofenadine,Ifosfamide,Isoproturon,Lamotrigine,Mesotrione,Metoxuron,Moclobemide,Olmesartan,Pirfenidone,Primidone,Simeton,Tebutam,Terbuthylazine,Torsemide,Vildagliptin,Carbamazepine,Crotamiton,Dimefuron,Oseltamivir,Sotalol,Acetamiprid,Pantoprazole,Dimethenamid,Monuron,DEET,Clopidogrel carboxylic acid,Naproxen,Iprovalicarb,Perindopril,Napropamide,Metolachlor,Lamivudine,Diclofenac,Mecoprop,Rosuvastatin,Flufenacet,Terbutryn,Tramadol,Prometryn,Rivaroxaban,Mefenamic acid,Ketoprofen,Valsartan,Saccharin,Sitagliptin,Losartan,Pseudoephedrine,Venlafaxine,Ganciclovir,Codeine,Cyclamate,Pravastatin,Darunavir,Albuterol,Ketamine,Etodolac,Apalutamide,Picoxystrobin,Metoclopramide,Sacubitril,Furosemide,Capecitabine,Fenhexamid,Icaridin,Bezafibrate,Sulfamethazine,Trinexapac-ethyl,Gliclazide,Sulfamethoxazole,Pargyline,Levetiracetam,Sulfadiazine,Rivastigmine,Ranitidine,Levamisole,Abacavir,Alachlor,Quetiapine,Benzophenone,Mexiletine,Rufinamide,Doxylamine,Sulfapyridine,Trazodone,Mirtazapine,Sulfathiazole,Metoprolol,Fludioxonil,Deprenyl,Naloxegol,Lisinopril,Mycophenolic acid,Naloxone,Atenolol,Caffeine,Propachlor,Mirabegron,Paracetamol,Morphine,Pioglitazone,Fenoxycarb,Vorinostat,Tenofovir,Cilastatin,Normorphine
ehr_up1_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.005,0.01,0.005,0.008,0.005,0.015,0.005,0.005,0.005,0.021,0.014,0.03,0.005,0.016,0.013,0.038,0.056,0.008,0.014,0.013,0.007,0.011,0.012,0.006,0.016,0.02,0.014,0.031,0.024,0.009,0.022,0.013,0.076,0.024,0.012,0.016,,0.012,0.028,0.01,0.019,0.109,0.241,0.064,0.096,0.085,0.056,0.099,0.238,0.227,0.454,0.303,0.696,0.431,,0.861,0.745
ehr_up2_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.011,0.007,0.006,0.005,0.005,0.005,0.005,0.022,0.011,0.024,0.005,0.005,0.007,0.005,0.005,0.005,0.025,0.017,0.005,0.033,0.005,0.03,0.005,0.005,0.006,0.01,0.012,0.071,0.005,0.037,0.013,0.058,0.091,0.007,0.015,0.028,0.005,0.013,0.005,0.005,0.005,0.028,0.009,0.034,0.018,0.008,0.033,0.014,0.146,0.007,0.009,0.017,,0.011,0.022,0.009,0.022,0.24,0.338,0.15,0.215,0.104,0.068,0.087,0.337,0.407,0.959,0.645,0.809,0.434,0.076,0.817,2.303
ehr_up2_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.006,0.005,0.005,0.005,0.005,0.005,0.013,0.01,0.017,0.005,0.005,0.005,0.005,0.005,0.005,0.016,0.015,0.005,0.022,0.005,0.023,0.005,0.005,0.005,0.007,0.01,0.054,0.005,0.022,0.011,0.055,0.054,0.006,0.012,0.021,0.005,0.009,0.005,0.005,0.005,0.024,0.005,0.03,0.01,0.007,0.025,0.009,0.112,0.005,0.009,0.013,,0.008,0.014,0.008,0.015,0.192,0.267,0.128,0.181,0.082,0.06,0.063,,0.302,0.959,0.394,0.69,0.409,0.04,1.36,1.606
ehr_dw1_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.005,0.013,0.013,0.006,0.005,0.006,0.006,0.005,0.01,0.039,0.007,0.005,0.016,0.005,0.01,0.013,0.026,0.015,0.014,0.005,0.013,0.015,0.024,0.046,0.007,0.013,0.015,0.007,0.022,0.026,0.005,0.021,0.022,0.014,0.029,0.03,0.015,0.03,0.017,0.076,0.03,0.014,0.019,,0.015,0.031,0.012,0.024,0.118,0.137,0.067,0.107,0.095,0.108,0.121,0.17,0.235,0.454,0.349,0.945,0.427,,0.771,0.749
ehr_dw1_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.009,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.005,0.005,0.007,0.005,0.005,0.005,0.008,0.014,0.01,0.009,0.016,0.009,0.005,0.009,0.007,0.01,0.016,0.058,0.017,0.008,0.021,0.006,0.008,0.012,0.035,0.016,0.028,0.005,0.019,0.016,0.036,0.072,0.011,0.022,0.027,0.01,0.019,0.033,0.009,0.016,0.029,0.016,0.042,0.031,0.019,0.032,0.017,0.132,0.019,0.017,0.027,,0.017,0.029,0.014,0.027,0.171,0.292,0.078,0.153,0.11,0.179,0.13,0.377,0.317,0.822,0.671,1.183,0.603,0.059,1.498,1.468
ehr_dw2_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.007,0.005,0.008,0.005,0.005,0.012,0.005,0.006,0.025,0.01,0.005,0.012,0.011,0.005,0.009,0.046,0.006,0.011,0.018,0.019,0.017,0.024,0.041,0.023,0.016,0.008,0.019,0.023,0.018,0.047,0.012,0.017,0.02,0.012,0.032,0.058,0.014,0.042,0.029,0.024,0.029,0.032,0.032,0.054,0.025,0.098,0.054,0.024,0.04,,0.028,0.064,0.018,0.041,0.08,0.082,0.09,0.1,0.211,0.152,0.149,0.232,0.265,0.352,0.419,0.727,0.337,0.05,0.429,0.641
air_dw1_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.01,0.005,0.006,0.006,0.006,0.009,0.007,0.006,0.005,0.005,0.007,0.006,0.006,0.007,0.008,0.005,0.006,0.018,0.008,0.008,0.007,0.005,,0.007,0.014,0.005,0.028,0.01,0.011,,0.01,0.019,0.014,0.016,0.009,0.005,0.019,0.018,0.016,0.011,0.049,,,0.015,0.038,0.056,0.031,0.968,0.04,0.022
ehr_dw2_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.008,0.006,0.005,0.005,0.007,0.005,0.013,0.005,0.007,0.005,0.005,0.02,0.008,0.022,0.035,0.008,0.015,0.039,0.005,0.014,0.014,0.008,0.005,0.018,0.006,0.008,0.005,0.006,0.034,0.018,,0.049,0.005,0.039,0.021,0.02,0.005,0.014,0.019,0.01,0.033,0.018,0.043,0.066,0.121,0.031,0.025,0.085,0.101,0.073,0.146
ehr_dw3_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.008,0.005,0.005,0.005,0.005,0.011,0.006,0.005,0.006,0.024,0.021,0.022,0.005,0.012,0.011,0.022,0.026,0.007,0.007,0.024,0.005,0.013,0.007,0.019,0.009,0.02,0.013,0.009,0.007,0.005,0.019,0.013,,0.026,0.008,0.018,0.013,0.034,0.045,0.021,0.037,0.023,0.038,0.057,0.046,0.118,0.15,0.113,0.073,0.112,,0.051,0.15
ehr_dw3_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.01,0.007,0.006,0.005,0.005,0.014,0.009,0.005,0.007,0.039,0.032,0.045,0.005,0.025,0.022,0.037,0.038,0.012,0.007,0.039,0.005,0.016,0.015,0.025,0.017,0.022,0.016,0.015,0.016,0.008,0.038,0.02,,0.038,0.015,0.017,0.024,0.064,0.02,0.037,0.067,0.045,0.082,0.106,0.06,0.181,0.478,0.179,0.155,0.373,0.097,0.133,0.437
air_dw1_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.005,0.005,0.005,,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.007,0.005,0.008,0.008,0.011,0.005,0.005,0.007,0.006,0.007,0.008,0.005,0.005,0.006,0.015,0.009,0.006,0.009,0.007,,0.01,0.013,0.005,0.024,0.008,0.011,,0.011,0.018,0.015,0.012,0.012,0.008,0.014,0.015,0.016,0.014,0.042,,,0.018,0.069,0.059,0.039,,0.055,0.023
alt_up1_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.005,0.007,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.005,0.005,0.005,0.008,0.008,0.009,0.005,0.009,0.007,0.008,0.011,0.006,0.006,0.009,0.007,0.007,0.047,0.009,0.013,0.021,0.014,0.013,0.016,0.012,0.018,0.018,0.042,0.018,0.012,0.01,0.013,0.012,0.05,0.014,0.014,0.018,,0.018,0.018,0.082,0.064,0.049,0.068,0.035,0.072,0.228,0.13,0.129,0.117,0.415,0.115
alt_up1_r2,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.008,0.005,0.006,0.005,0.005,0.008,0.005,0.005,0.006,0.005,0.005,0.005,0.006,0.01,0.009,0.017,0.005,0.01,0.006,0.015,0.018,0.005,0.006,0.006,0.005,0.006,0.028,0.005,0.012,0.019,0.01,0.055,0.016,0.011,0.017,0.016,0.064,0.019,0.008,0.012,0.011,0.009,0.062,0.014,0.013,0.03,0.106,0.026,0.026,0.112,0.057,0.05,0.086,0.049,0.094,0.12,0.487,0.162,0.11,0.403,0.14
alt_up2_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.005,0.005,0.008,0.006,0.01,0.005,0.006,0.008,0.01,0.01,0.006,0.006,0.007,0.009,0.006,0.012,0.074,0.009,0.014,0.018,0.012,0.024,0.017,0.013,0.018,0.016,0.041,0.021,0.012,0.013,0.014,0.01,0.054,0.017,0.017,0.032,0.025,0.03,0.04,0.124,0.062,0.063,0.084,0.045,0.207,0.083,0.307,0.17,0.055,0.43,0.259
alt_up2_r3,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.006,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.012,0.005,0.007,0.006,0.005,0.006,0.005,0.005,0.008,0.009,0.005,0.006,0.008,0.01,0.012,0.007,0.007,0.009,0.014,0.013,0.009,0.009,0.009,0.012,0.009,0.011,0.047,0.012,0.017,0.02,0.015,0.031,0.022,0.016,0.021,0.019,0.062,0.023,0.015,0.018,0.017,0.015,0.059,0.017,0.02,0.032,0.044,0.036,0.046,0.083,0.097,0.071,0.064,0.03,0.13,0.228,0.115,0.156,0.076,0.413,0.373
alt_dw1_r1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.005,0.009,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.012,0.005,0.007,0.006,0.005,0.006,0.005,0.005,0.009,0.007,0.008,0.006,0.005,0.011,0.01,0.007,0.009,0.012,0.011,0.013,0.01,0.011,0.011,0.02,0.014,0.009,0.078,0.021,0.019,0.019,0.019,0.021,0.039,0.019,0.027,0.022,0.046,0.024,0.023,0.019,0.02,0.018,0.061,0.017,0.021,0.038,0.005,0.045,0.054,0.091,0.072,0.089,0.078,0.074,0.193,0.255,0.063,0.218,0.032,0.369,0.394
alt_dw1_r3,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.009,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.007,0.006,0.005,0.005,0.005,0.005,0.008,0.005,0.005,0.007,0.005,0.006,0.009,0.005,0.009,0.009,0.01,0.007,0.006,0.008,0.007,0.011,0.009,0.007,0.047,0.014,0.015,0.016,0.015,0.013,0.025,0.016,0.021,0.02,0.035,0.023,0.016,0.016,0.017,0.012,0.063,0.021,0.018,0.029,0.036,0.029,0.036,0.058,0.05,0.073,0.052,0.048,0.165,0.219,0.088,0.166,,0.424,0.298
